AvgDailyHours,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,AnnualIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
8.8,1815,High,Very High,Good,High,Good,30,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,Male,Junior,Research Director,Single,14830,5,13,0,12,3,0,0,0
5.9,1816,Medium,High,Better,High,Good,45,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,Male,Junior,Research Director,Single,56050,1,12,2,1,2,1,0,0
6.8,1817,Medium,Medium,Good,High,Good,42,No,Travel_Rarely,Research & Development,20,College,Medical,Male,Junior,Sales Representative,Married,72950,1,15,0,10,3,9,7,8
6.7,1818,Low,Low,Good,High,Good,38,No,Travel_Frequently,Sales,4,Bachelor,Medical,Male,Junior,Research Scientist,Divorced,23060,2,19,1,13,5,4,1,2
6.1,1819,High,Very High,Better,High,Good,34,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,Male,Intermediate,Laboratory Technician,Single,23480,1,14,1,6,3,5,1,3
5.6,1820,High,Very High,Best,Very High,Good,49,Yes,Travel_Rarely,Sales,7,College,Life Sciences,Female,Junior,Healthcare Representative,Married,89980,1,14,2,9,2,9,7,7
6,1821,High,Very High,Good,Very High,Good,55,Yes,Travel_Rarely,Human Resources,16,Bachelor,Technical Degree,Male,Intermediate,Manufacturing Director,Single,43190,4,11,0,12,3,9,7,3
6.6,1822,Medium,Low,Better,Medium,Good,43,No,Travel_Rarely,Research & Development,25,College,Medical,Male,Junior,Healthcare Representative,Married,61320,6,13,0,22,3,4,1,0
9.9,1823,High,Very High,Better,Medium,Outstanding,27,No,Travel_Rarely,Sales,2,Master,Medical,Male,Junior,Manager,Divorced,33460,1,21,1,9,2,9,0,8
6.2,1824,High,High,Best,High,Good,35,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,Junior,Research Director,Single,108550,3,13,1,17,2,8,1,6
9.3,1825,Medium,Medium,Better,Medium,Good,28,No,Travel_Rarely,Sales,1,College,Technical Degree,Female,Junior,Sales Executive,Married,22310,1,12,0,8,3,8,7,5
6.3,1826,High,Very High,Bad,High,Good,34,No,Travel_Rarely,Sales,2,Doctor,Life Sciences,Male,Intermediate,Research Scientist,Married,23230,0,17,0,4,2,3,0,2
7.1,1827,High,High,Better,High,Outstanding,26,Yes,Travel_Frequently,Research & Development,22,Master,Other,Female,Junior,Sales Executive,Married,20240,1,23,0,8,2,8,1,7
6.4,1828,Very High,Very High,Good,High,Good,27,No,Non-Travel,Sales,1,Bachelor,Technical Degree,Female,Junior,Sales Executive,Married,27130,1,11,0,0,2,0,0,0
5.6,1829,Low,High,Good,High,Good,51,No,Travel_Rarely,Sales,16,Bachelor,Medical,Male,Intermediate,Research Scientist,Married,94390,2,15,3,29,0,20,4,17
5.6,1830,Very High,Medium,Good,High,Good,44,No,Travel_Rarely,Sales,24,Doctor,Medical,Female,Junior,Sales Executive,Single,25660,9,11,1,10,3,5,2,3
5.6,1831,Low,Low,Good,Very High,Good,25,No,Travel_Rarely,Research & Development,17,Bachelor,Medical,Male,Junior,Laboratory Technician,Single,199260,7,11,3,6,5,4,0,1
5.3,1832,Low,Low,Better,Medium,Good,33,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,Male,Intermediate,Laboratory Technician,Divorced,24510,1,13,1,9,3,9,0,8
6.1,1833,High,Low,Good,Medium,Outstanding,35,No,Travel_Rarely,Sales,6,Master,Medical,Female,Junior,Manager,Single,94190,1,24,1,6,5,6,1,1
8.9,1834,Medium,Very High,Good,High,Good,36,No,Travel_Rarely,Sales,10,Master,Marketing,Male,Intermediate,Manager,Married,86860,1,13,0,18,2,18,4,11
6.9,1835,Medium,Very High,Good,High,Outstanding,32,No,Travel_Rarely,Research & Development,3,Master,Medical,Female,Intermediate,Sales Executive,Divorced,30380,2,20,0,8,3,5,0,3
5.7,1836,Medium,Very High,Good,High,Good,30,No,Travel_Frequently,Research & Development,4,Doctor,Medical,Male,Senior,Sales Representative,Divorced,30580,9,14,1,10,2,5,0,3
9.5,1837,Low,Very High,Better,Very High,Good,53,No,Travel_Rarely,Sales,6,Bachelor,Marketing,Male,Intermediate,Sales Executive,Married,23250,7,18,1,35,1,5,0,4
7.4,1838,Very High,Low,Better,High,Good,45,No,Travel_Rarely,Research & Development,1,Doctor,Technical Degree,Male,Junior,Healthcare Representative,Divorced,20880,4,15,3,18,2,5,0,2
6.1,1839,High,High,Good,Low,Good,32,No,Travel_Rarely,Sales,10,Bachelor,Marketing,Female,Junior,Human Resources,Married,30720,5,12,0,9,4,5,1,3
6.9,1840,High,Very High,Better,High,Good,52,No,Travel_Frequently,Research & Development,1,Below College,Life Sciences,Male,Junior,Laboratory Technician,Married,50060,3,16,1,31,2,9,0,0
5.7,1841,Very High,High,Better,High,Good,37,No,Travel_Rarely,Sales,24,College,Life Sciences,Female,Intermediate,Laboratory Technician,Divorced,42570,4,15,0,9,2,1,0,0
5.9,1842,Medium,Very High,Better,High,Good,28,No,Travel_Rarely,Research & Development,21,Master,Life Sciences,Female,Junior,Healthcare Representative,Divorced,25000,1,16,2,6,3,5,0,4
5.6,1843,Very High,Very High,Bad,Medium,Good,22,No,Travel_Rarely,Research & Development,2,College,Life Sciences,Male,Junior,Sales Representative,Married,11020,6,19,0,4,3,2,2,2
10.4,1844,Low,Very High,Good,High,Good,44,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,Female,Junior,Laboratory Technician,Married,104530,2,11,1,10,2,3,0,2
7.5,1845,Medium,Very High,Better,Medium,Good,42,No,Travel_Frequently,Sales,13,Master,Life Sciences,Female,Junior,Laboratory Technician,Single,22880,5,16,1,8,4,2,2,2
6.8,1846,Low,Low,Better,Medium,Outstanding,36,No,Travel_Rarely,Research & Development,14,Bachelor,Other,Male,Junior,Research Scientist,Married,39290,0,24,0,6,6,5,0,3
9.4,1847,High,Low,Better,High,Good,25,No,Travel_Rarely,Sales,11,Bachelor,Life Sciences,Female,Junior,Laboratory Technician,Married,23110,1,11,1,5,2,5,0,3
7.8,1848,Very High,High,Better,Medium,Good,35,No,Travel_Rarely,Research & Development,9,College,Life Sciences,Female,Junior,Healthcare Representative,Married,31400,1,13,1,17,2,17,5,15
9.1,1849,Very High,Medium,Better,Very High,Good,35,Yes,Travel_Frequently,Sales,8,College,Marketing,Female,Junior,Laboratory Technician,Divorced,36900,1,13,1,10,2,10,7,8
6.9,1850,Very High,Very High,Better,High,Good,32,No,Non-Travel,Research & Development,21,Bachelor,Life Sciences,Male,Junior,Sales Executive,Divorced,44500,0,13,0,4,3,3,0,2
7,1851,High,Low,Best,High,Good,25,No,Travel_Rarely,Sales,5,Bachelor,Marketing,Female,Intermediate,Research Scientist,Married,27560,1,12,2,5,2,5,0,3
6.8,1852,High,Low,Better,High,Good,49,No,Travel_Rarely,Sales,9,Bachelor,Technical Degree,Female,Junior,Sales Representative,Married,190330,2,18,1,7,5,4,0,2
6.8,1853,Low,Very High,Good,High,Outstanding,24,No,Non-Travel,Research & Development,2,Doctor,Technical Degree,Male,Junior,Healthcare Representative,Married,187220,0,22,1,6,3,5,3,4
6.2,1854,Medium,Medium,Better,Medium,Good,32,No,Travel_Frequently,Research & Development,12,Doctor,Medical,Male,Junior,Research Scientist,Married,95470,1,13,1,10,3,10,5,3
6.4,1855,Medium,Medium,Better,Very High,Good,38,No,Travel_Rarely,Sales,22,College,Medical,Male,Junior,Sales Executive,Married,137340,0,13,0,3,3,2,1,2
8.7,1856,High,Very High,Good,High,Outstanding,42,No,Travel_Rarely,Research & Development,18,Below College,Technical Degree,Female,Junior,Research Scientist,Married,199990,2,23,1,17,6,5,1,3
8.9,1857,Very High,Very High,Better,High,Good,31,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Female,Intermediate,Sales Executive,Married,22790,3,12,1,8,3,6,0,2
8.9,1858,Medium,High,Better,High,Good,29,Yes,Travel_Rarely,Sales,3,Bachelor,Marketing,Male,Intermediate,Laboratory Technician,Divorced,59160,6,12,0,5,2,3,0,2
5.6,1859,Low,Very High,Better,Medium,Good,53,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Male,Junior,Sales Representative,Married,20890,5,16,0,28,2,2,2,2
6.6,1860,Very High,Medium,Better,Very High,Good,35,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,Intermediate,Healthcare Representative,Married,167920,3,12,1,16,3,13,4,8
6.9,1861,High,Very High,Better,Low,Good,37,No,Travel_Frequently,Research & Development,13,Master,Life Sciences,Female,Intermediate,Human Resources,Married,35640,5,11,0,10,1,5,0,0
6.2,1862,Very High,Very High,Better,Very High,Outstanding,53,No,Travel_Rarely,Research & Development,1,Below College,Medical,Male,Junior,Sales Executive,Single,44250,6,22,1,33,2,12,3,8
6.8,1863,Very High,Very High,Good,High,Good,43,No,Travel_Frequently,Research & Development,1,Bachelor,Medical,Male,Junior,Laboratory Technician,Married,52650,4,11,1,12,4,5,2,2
9.4,1864,High,Very High,Better,High,Good,47,No,Travel_Rarely,Sales,15,Master,Marketing,Female,Intermediate,Research Director,Married,65530,0,15,0,8,2,7,7,7
7.6,1865,Low,Medium,Better,High,Good,37,No,Non-Travel,Research & Development,1,Doctor,Medical,Female,Junior,Research Scientist,Single,62610,1,12,0,10,1,10,0,9
5.7,1866,Low,Low,Better,High,Outstanding,50,No,Non-Travel,Research & Development,17,Bachelor,Medical,Female,Junior,Laboratory Technician,Divorced,42980,1,20,1,31,6,31,14,7
6.3,1867,Very High,Very High,Better,Medium,Good,39,No,Travel_Rarely,Research & Development,1,Bachelor,Other,Female,Intermediate,Human Resources,Married,68040,8,14,1,13,3,5,0,4
8.7,1868,Very High,Medium,Best,High,Good,33,No,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Male,Junior,Manufacturing Director,Divorced,38150,3,11,1,7,3,4,0,3
8.9,1869,Low,Very High,Bad,Medium,Good,32,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,Female,Junior,Laboratory Technician,Single,27410,1,15,1,1,5,1,0,1
6,1870,Low,Very High,Better,Very High,Good,29,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,Female,Intermediate,Healthcare Representative,Divorced,66730,6,12,1,8,2,4,0,3
8.7,1871,Medium,Low,Better,High,Good,44,No,Travel_Rarely,Research & Development,26,College,Life Sciences,Male,Junior,Manufacturing Director,Married,76390,1,14,0,8,6,8,7,1
5.7,1872,Low,Very High,Better,High,Good,28,No,Travel_Rarely,Sales,24,Doctor,Life Sciences,Female,Junior,Research Scientist,Single,23280,1,11,2,4,3,4,0,2
9.6,1873,Very High,Very High,Good,High,Good,58,Yes,Travel_Frequently,Sales,9,College,Technical Degree,Male,Junior,Sales Executive,Divorced,21530,9,11,0,3,3,1,0,0
6.1,1874,Low,Medium,Best,High,Good,43,No,Travel_Rarely,Sales,7,Master,Marketing,Male,Junior,Sales Executive,Divorced,48760,4,16,2,4,4,1,0,0
6.6,1875,High,High,Good,Low,Good,20,Yes,Travel_Rarely,Research & Development,11,Bachelor,Medical,Male,Junior,Sales Executive,Single,93960,1,12,0,2,6,2,0,2
7,1876,Very High,Very High,Good,High,Good,21,Yes,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,Junior,Sales Executive,Single,104000,1,13,1,1,2,1,0,0
9.1,1877,High,Very High,Good,High,Good,36,No,Travel_Rarely,Research & Development,26,Master,Medical,Male,Junior,Laboratory Technician,Married,84740,0,14,0,17,3,16,4,11
8,1878,Very High,Very High,Good,High,Outstanding,47,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Manufacturing Director,Single,99810,1,21,1,3,3,3,1,2
9,1879,Medium,High,Best,High,Good,22,Yes,Travel_Rarely,Research & Development,15,Master,Life Sciences,Female,Junior,Laboratory Technician,Married,124900,0,13,0,4,3,3,0,2
9.3,1880,Medium,Very High,Good,Very High,Good,41,Yes,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Female,Junior,Sales Executive,Divorced,26570,4,11,0,10,3,7,1,0
7.2,1881,High,High,Better,High,Outstanding,28,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Female,Intermediate,Manager,Divorced,135910,5,20,1,6,2,2,2,2
9.9,1882,Very High,Low,Bad,High,Good,39,Yes,Travel_Rarely,Research & Development,10,Master,Life Sciences,Female,Intermediate,Human Resources,Married,66960,7,11,0,8,3,2,2,2
6.7,1883,Medium,High,Better,High,Good,27,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,Junior,Research Scientist,Single,20580,1,14,1,1,5,1,0,0
6.8,1884,Medium,Medium,Better,High,Good,34,No,Travel_Rarely,Research & Development,12,College,Technical Degree,Male,Junior,Human Resources,Divorced,88650,1,11,1,1,0,1,1,0
6.1,1885,High,High,Better,Medium,Good,42,No,Travel_Rarely,Sales,11,Below College,Technical Degree,Male,Junior,Human Resources,Single,59400,7,16,0,10,2,5,0,3
9.8,1886,High,Low,Better,High,Good,33,No,Travel_Rarely,Sales,2,Bachelor,Marketing,Female,Junior,Sales Executive,Single,59140,3,16,1,6,4,3,0,2
7.4,1887,High,Medium,Better,High,Outstanding,58,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,Junior,Research Scientist,Divorced,26220,2,23,0,24,3,6,0,4
5.4,1888,Medium,High,Best,High,Good,31,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,Female,Junior,Sales Representative,Married,121850,3,14,0,13,2,7,5,2
9.8,1889,Very High,Very High,Bad,High,Outstanding,35,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Male,Intermediate,Healthcare Representative,Married,106090,1,22,0,10,3,10,0,7
6.1,1890,Low,Medium,Good,Medium,Good,49,No,Travel_Rarely,Research & Development,25,College,Life Sciences,Female,Junior,Sales Executive,Married,43450,4,15,0,29,3,26,1,7
6,1891,Very High,High,Good,High,Good,48,No,Travel_Rarely,Research & Development,1,Master,Medical,Male,Junior,Research Scientist,Married,21770,4,18,0,13,4,0,0,0
6.5,1892,Very High,High,Good,High,Good,31,No,Non-Travel,Research & Development,1,College,Technical Degree,Female,Junior,Sales Executive,Married,27930,1,16,0,9,4,9,0,0
5.9,1893,Medium,Very High,Better,Medium,Good,36,No,Travel_Rarely,Human Resources,2,Master,Technical Degree,Male,Junior,Sales Executive,Single,79180,2,12,2,8,3,6,0,1
6.4,1894,Very High,Low,Better,High,Good,38,No,Travel_Rarely,Sales,6,Bachelor,Other,Male,Junior,Sales Executive,Married,87890,1,11,3,15,4,15,5,11
6.6,1895,High,Medium,Better,Medium,Good,32,No,Non-Travel,Sales,18,Bachelor,Marketing,Male,Junior,Laboratory Technician,Married,23890,6,12,1,5,4,3,0,2
7.9,1896,High,Medium,Better,Medium,Good,25,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,Male,Junior,Sales Executive,Married,32120,1,15,1,1,3,1,0,0
5.4,1897,Low,Medium,Good,High,Good,40,No,Travel_Rarely,Research & Development,1,Master,Medical,Male,Junior,Research Scientist,Divorced,192320,2,14,1,11,3,1,0,0
6.9,1898,High,Low,Better,Medium,Good,26,No,Travel_Frequently,Sales,11,Bachelor,Marketing,Male,Junior,Healthcare Representative,Single,22670,1,19,3,7,2,7,0,7
9.5,1899,Very High,Low,Better,High,Good,41,No,Travel_Rarely,Research & Development,1,Master,Medical,Male,Junior,Research Scientist,Single,195170,2,13,0,20,5,18,2,17
6.2,1900,High,High,Better,Low,Good,36,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Female,Junior,Healthcare Representative,Single,24360,4,13,0,16,3,11,3,9
9.6,1901,Very High,Medium,Best,High,Good,19,Yes,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,Male,Junior,Research Scientist,Single,160640,1,15,1,1,3,1,0,0
5.5,1902,Low,Low,Better,High,Good,20,Yes,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,Female,Intermediate,Laboratory Technician,Single,27070,1,11,0,1,2,1,0,0
7.5,1903,Very High,Very High,Bad,High,Good,31,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,Intermediate,Research Director,Married,190680,0,12,0,10,1,9,8,5
7.3,1904,Very High,Medium,Better,Medium,Good,40,No,Travel_Frequently,Sales,1,Bachelor,Marketing,Male,Junior,Research Scientist,Divorced,39310,8,19,0,3,2,1,0,0
7.2,1905,High,Low,Best,High,Outstanding,32,No,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,Male,Intermediate,Laboratory Technician,Married,37300,1,25,1,8,4,8,6,3
9,1906,High,Very High,Better,High,Good,36,Yes,Travel_Rarely,Research & Development,10,Bachelor,Medical,Male,Intermediate,Sales Executive,Married,22320,1,12,1,16,2,16,3,7
5.5,1907,Medium,Very High,Better,High,Good,33,No,Travel_Rarely,Research & Development,1,Master,Medical,Female,Intermediate,Manufacturing Director,Single,44650,0,13,0,6,3,5,1,4
5.5,1908,Low,High,Bad,Medium,Good,37,Yes,Travel_Rarely,Sales,10,Master,Marketing,Female,Intermediate,Human Resources,Married,30720,5,14,0,17,3,14,11,7
5.8,1909,High,Medium,Good,High,Good,45,No,Non-Travel,Research & Development,8,Below College,Life Sciences,Male,Junior,Sales Executive,Married,33190,1,12,1,9,3,9,0,8
7.2,1910,High,High,Better,High,Good,29,No,Travel_Frequently,Research & Development,29,Below College,Life Sciences,Male,Junior,Sales Representative,Married,192020,1,12,0,3,5,3,0,2
5.6,1911,High,High,Better,Medium,Good,35,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,Male,Intermediate,Laboratory Technician,Married,136750,1,15,3,5,5,5,1,0
6.6,1912,Very High,Very High,Better,High,Good,52,No,Travel_Rarely,Research & Development,5,Master,Other,Male,Junior,Laboratory Technician,Married,29110,2,17,2,26,3,9,7,8
7,1913,Very High,High,Better,Low,Good,58,Yes,Travel_Rarely,Sales,9,College,Medical,Female,Intermediate,Sales Executive,Single,59570,4,14,1,7,2,1,0,0
5.7,1914,High,High,Best,High,Good,53,No,Travel_Rarely,Research & Development,9,Bachelor,Technical Degree,Male,Junior,Manager,Divorced,39200,6,16,1,22,3,17,15,2
7.4,1915,High,High,Best,Medium,Good,30,No,Travel_Rarely,Sales,3,Master,Marketing,Male,Junior,Sales Executive,Divorced,64340,5,14,1,10,3,8,7,7
7.5,1916,High,Very High,Better,High,Outstanding,38,No,Non-Travel,Sales,4,Bachelor,Life Sciences,Male,Junior,Research Director,Single,100480,1,23,1,6,2,5,1,3
6.3,1917,Very High,Very High,Better,Low,Good,35,No,Travel_Rarely,Sales,1,College,Life Sciences,Female,Junior,Healthcare Representative,Divorced,109380,6,14,2,12,2,10,0,8
5.8,1918,Low,High,Better,Medium,Good,39,No,Travel_Rarely,Sales,1,Below College,Marketing,Male,Junior,Research Scientist,Single,23400,0,11,1,9,2,8,0,7
8.4,1919,Medium,Medium,Good,High,Good,40,Yes,Non-Travel,Research & Development,2,Master,Life Sciences,Male,Junior,Human Resources,Single,65450,4,15,0,22,2,1,0,0
9.3,1920,High,High,Best,High,Good,47,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,Male,Intermediate,Sales Executive,Divorced,69310,1,11,0,20,3,19,2,7
6.3,1921,Low,Very High,Better,High,Good,36,No,Non-Travel,Sales,28,Below College,Life Sciences,Male,Junior,Research Scientist,Divorced,48980,4,13,1,12,3,7,0,7
7.4,1922,High,Low,Better,High,Outstanding,31,Yes,Non-Travel,Research & Development,28,Master,Medical,Male,Junior,Research Scientist,Single,25930,0,21,0,4,2,3,1,2
7,1923,Very High,High,Better,High,Good,33,No,Non-Travel,Sales,15,Bachelor,Other,Male,Intermediate,Research Director,Single,194360,1,19,2,10,4,10,6,0
9.7,1924,Very High,Low,Better,Medium,Good,29,Yes,Travel_Rarely,Human Resources,3,Doctor,Life Sciences,Male,Junior,Sales Executive,Single,27230,6,11,1,3,2,0,0,0
6.7,1925,Medium,Very High,Better,High,Good,33,No,Travel_Rarely,Research & Development,2,College,Technical Degree,Male,Junior,Laboratory Technician,Single,34790,3,12,0,5,3,3,0,2
6.1,1926,Very High,Very High,Better,High,Good,45,No,Travel_Rarely,Research & Development,26,Below College,Medical,Female,Intermediate,Healthcare Representative,Divorced,27940,3,19,1,8,2,5,0,2
6.6,1927,Very High,Very High,Good,Medium,Outstanding,50,No,Travel_Rarely,Sales,10,Below College,Life Sciences,Female,Junior,Manufacturing Director,Divorced,52490,9,21,2,32,2,5,1,3
8.3,1928,High,Medium,Better,Medium,Good,33,No,Travel_Frequently,Sales,1,Bachelor,Marketing,Male,Junior,Human Resources,Married,21760,1,14,1,6,2,6,1,2
6.9,1929,Low,High,Best,High,Good,41,No,Travel_Frequently,Sales,11,Bachelor,Other,Male,Junior,Laboratory Technician,Divorced,168720,2,15,1,21,2,18,0,11
6.6,1930,High,Medium,Better,High,Good,27,No,Travel_Rarely,Research & Development,20,Master,Other,Male,Junior,Manufacturing Director,Married,34850,9,17,2,4,2,2,2,2
8.1,1931,Very High,Low,Better,Very High,Good,45,No,Non-Travel,Sales,2,Bachelor,Medical,Female,Junior,Sales Executive,Married,66440,1,12,0,9,3,9,0,8
7.4,1932,Very High,Very High,Better,High,Good,47,No,Travel_Rarely,Sales,18,Master,Medical,Female,Junior,Research Scientist,Single,55820,1,16,0,9,3,9,0,7
9.3,1933,Low,High,Better,Medium,Good,30,Yes,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Male,Junior,Healthcare Representative,Married,40000,4,12,0,7,5,5,0,1
8.8,1934,Very High,High,Better,High,Good,50,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Female,Junior,Sales Executive,Married,134960,3,18,1,22,3,12,1,5
6.8,1935,High,High,Good,Medium,Good,38,No,Travel_Frequently,Research & Development,13,Bachelor,Technical Degree,Male,Junior,Manufacturing Director,Married,32100,0,17,2,3,5,2,0,2
6.5,1936,Very High,High,Better,High,Good,46,No,Travel_Rarely,Research & Development,28,Bachelor,Medical,Female,Intermediate,Human Resources,Divorced,190450,6,11,3,13,2,8,0,7
5.9,1937,Very High,High,Better,High,Good,24,No,Travel_Rarely,Sales,28,Bachelor,Life Sciences,Female,Junior,Healthcare Representative,Divorced,118490,1,16,1,5,3,4,3,2
8.8,1938,High,Medium,Bad,Medium,Good,35,Yes,Travel_Rarely,Sales,24,Bachelor,Medical,Male,Intermediate,Healthcare Representative,Divorced,20700,1,13,3,5,1,4,0,2
5.7,1939,High,Low,Better,High,Good,31,No,Travel_Frequently,Research & Development,5,College,Technical Degree,Male,Junior,Sales Executive,Married,65020,1,12,0,4,3,4,0,3
5.5,1940,Medium,Very High,Better,High,Good,18,No,Non-Travel,Sales,5,Master,Other,Male,Junior,Manager,Single,32300,1,12,1,0,3,0,0,0
6,1941,High,High,Better,High,Good,54,No,Travel_Rarely,Sales,23,Bachelor,Medical,Female,Junior,Laboratory Technician,Married,136030,8,13,1,22,2,10,0,8
8.8,1942,High,High,Good,High,Good,35,No,Travel_Rarely,Research & Development,6,Master,Medical,Female,Junior,Manufacturing Director,Divorced,119960,1,19,2,16,3,16,10,1
9.4,1943,Medium,Low,Good,Medium,Good,30,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,Female,Senior,Healthcare Representative,Married,56050,0,12,1,9,0,8,1,7
7.3,1944,Very High,Low,Better,High,Good,20,Yes,Travel_Rarely,Research & Development,2,College,Life Sciences,Female,Junior,Research Scientist,Single,63970,1,17,1,1,3,1,0,0
7,1945,Medium,Medium,Better,High,Good,30,Yes,Travel_Frequently,Research & Development,8,Master,Medical,Male,Junior,Sales Executive,Single,191440,0,11,0,4,3,3,1,2
7.1,1946,Very High,Very High,Better,High,Outstanding,26,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,Junior,Research Scientist,Married,175840,1,20,0,8,2,8,1,3
6.5,1947,Medium,Low,Good,High,Outstanding,22,No,Travel_Rarely,Research & Development,8,Bachelor,Other,Male,Junior,Sales Representative,Married,49070,1,21,1,4,2,4,1,1
7.2,1948,Low,High,Better,High,Good,48,No,Travel_Rarely,Human Resources,2,Master,Medical,Male,Junior,Sales Executive,Single,45540,2,11,2,19,3,2,2,2
5.7,1949,High,High,Better,High,Good,48,No,Travel_Rarely,Sales,3,Bachelor,Medical,Male,Junior,Research Director,Single,54150,7,11,1,27,1,15,4,8
6.5,1950,Very High,High,Better,High,Good,41,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Research Scientist,Single,47410,6,16,0,8,3,2,2,1
6.7,1951,Very High,Very High,Better,Very High,Good,39,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,Male,Intermediate,Human Resources,Married,21150,1,18,0,21,3,21,11,8
6.7,1952,Low,Very High,Better,High,Good,27,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,Junior,Human Resources,Married,31610,0,13,2,4,0,3,2,2
6.2,1953,Medium,Very High,Good,High,Good,35,No,Travel_Rarely,Sales,24,Bachelor,Medical,Male,Senior,Sales Executive,Divorced,57450,1,17,3,3,4,3,1,2
7.1,1954,Very High,High,Better,Very High,Good,42,No,Travel_Rarely,Research & Development,23,Master,Other,Male,Junior,Research Scientist,Married,23730,6,14,1,21,3,1,0,0
5.4,1955,Low,Very High,Better,Very High,Outstanding,50,No,Travel_Rarely,Sales,27,Bachelor,Medical,Male,Junior,Sales Executive,Married,33100,4,22,1,8,3,1,0,0
9.5,1956,High,Very High,Better,Medium,Good,59,No,Travel_Rarely,Research & Development,16,Master,Medical,Female,Senior,Laboratory Technician,Single,186650,3,12,0,30,3,5,4,3
6.1,1957,Low,Medium,Bad,Very High,Good,37,Yes,Travel_Rarely,Sales,15,Bachelor,Marketing,Male,Junior,Laboratory Technician,Married,44850,5,11,1,15,2,1,0,0
8,1958,High,Medium,Better,Medium,Good,55,No,Travel_Frequently,Research & Development,26,College,Life Sciences,Female,Junior,Sales Executive,Married,27890,3,13,1,17,2,8,6,7
5.6,1959,Medium,High,Better,High,Good,41,No,Non-Travel,Research & Development,19,Below College,Life Sciences,Male,Junior,Research Scientist,Divorced,58280,1,13,0,21,0,21,5,10
7.8,1960,Medium,Very High,Better,Very High,Good,38,No,Travel_Rarely,Research & Development,24,College,Other,Female,Junior,Laboratory Technician,Single,23260,8,14,0,19,3,1,0,0
6.9,1961,Medium,Low,Better,Medium,Good,26,Yes,Non-Travel,Research & Development,21,Below College,Life Sciences,Female,Junior,Manufacturing Director,Single,135250,8,17,1,7,4,2,2,2
5.5,1962,Low,Very High,Better,Very High,Good,52,Yes,Travel_Rarely,Research & Development,5,Master,Medical,Female,Intermediate,Human Resources,Married,14200,1,13,1,33,2,32,6,9
9.8,1963,Very High,Very High,Better,High,Good,44,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Female,Junior,Healthcare Representative,Married,80200,3,11,1,23,2,12,11,11
5.7,1964,Very High,High,Better,Medium,Good,50,No,Non-Travel,Human Resources,2,College,Life Sciences,Male,Junior,Laboratory Technician,Married,36880,0,11,0,19,3,18,0,13
7.1,1965,High,Low,Better,High,Good,36,Yes,Travel_Rarely,Sales,2,Master,Technical Degree,Male,Intermediate,Sales Executive,Single,54820,1,18,0,18,3,17,15,14
9.6,1966,Very High,Low,Better,Very High,Good,39,No,Travel_Frequently,Sales,11,Bachelor,Marketing,Male,Junior,Sales Executive,Single,160150,1,11,0,21,3,21,2,8
